,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,y
0,0.32139946587259677,0.32139946587259677,0.26660220841319826,0.04578308803687147,0.11773867841663588,0.11059848711093279,0.17909915287030778,0.13190165621922803,0.2460929636592944,0.32139946587259677,0.11512362275153849,0.07233954197044859,0.0,0.0016075825494065354,0.016834725215438,0.006963316715502074,0.0,0.04995508581924074,0.2721403435734601,0.1833531503642553,0.2063732629144277,0.05109402802268175,0.26972877306869575,0.13253519233625116,0
1,0.4439313842277845,0.20315523594339213,0.0,0.0,0.05404078139729178,0.0,0.0,0.0,0.027940208101298124,0.4439313842277845,0.13950022123033523,0.03913318598717849,0.0412142915058794,0.013083867611464075,0.026445804882737237,0.020827844332169214,0.13470107411466223,0.043942612244055594,0.4439313842277845,0.14293509392264883,0.0,0.0,0.02587929375281952,0.0,0
2,0.29373892394021855,0.24591041225685015,0.0426819998818868,0.23929424029076754,0.09655428558653718,0.03103307622076509,0.03165787271912582,0.07577920419739508,0.10377738933977046,0.2481593936840904,0.08401163948168264,0.01619956543202407,0.0225710354341322,0.021774019914905275,0.17019363593942888,0.04182820802598634,0.29373892394021855,0.29373892394021855,0.29373892394021855,0.18343648175794483,0.012055287291902072,0.04579217296835992,0.10292539710289254,0.05243781677747611,0
3,0.30048308477091634,0.06464065669515594,0.034764183795536,0.01199027145692572,0.0015252258656761612,0.015635305374899395,0.03865344844995395,0.03939834164099412,0.2525067726395994,0.30048308477091634,0.011210687121657237,0.04702299473831916,0.029153472204855767,0.029775531274613142,0.01017028269926413,0.044067858664358035,0.1494215326559887,0.30048308477091634,0.30048308477091634,0.30048308477091634,0.019128989911893317,0.0703821128031686,0.054838466035360994,0.02507394497927905,0
4,0.34874093713483834,0.12886151731718426,0.0,0.0,0.07206014898751806,0.0,0.030860164780078525,0.016805294285868282,0.20882599645058456,0.34874093713483834,0.2067094231031407,0.038489696731654505,0.0,0.0,0.003357972111567424,0.0,0.0,0.34874093713483834,0.34874093713483834,0.3073667987986972,0.09898120310505977,0.022686904642922143,0.09461491284522945,0.0,0
5,0.2888774242094322,0.15567276021679138,0.16629474548672563,0.03963032281782062,0.10879004337897434,0.05719974025080204,0.1579170917094834,0.1332691989231712,0.1579953929148635,0.2888774242094322,0.14350582907842857,0.12164515304964577,0.051478157989471515,0.015242296795560627,0.04713494598725678,0.050603809991717104,0.10867265651266221,0.2027308198012534,0.2888774242094322,0.2888774242094322,0.19664959936142062,0.06013603545255567,0.1678440888399113,0.030231313776810747,0
6,0.13207078306001613,0.0033405912286761314,0.020049139795136405,0.0010642875668983582,0.008253281879324415,0.0023132471511361032,0.007466588680273958,0.005946889543737394,0.14822556069223075,0.4358411262651819,0.4358411262651819,0.284929421012175,0.007658205509482423,0.0,0.0,0.0,0.018012764022242358,0.027028451595345483,0.4035539786888284,0.058048438376954045,0.024451709164377965,0.004806248006347406,0.04576586023563152,0.01831133213310018,0
7,0.2751029875805629,0.17241248571606246,0.19056075153528015,0.1743325367066443,0.21281225217864455,0.2526240071294371,0.23614308381126406,0.17359833800204413,0.03071792504066446,0.2751029875805629,0.2751029875805629,0.07141268480246726,0.018574775521501715,0.1007169223341886,0.0,0.02128985660303795,0.030402116380170974,0.13608317276930096,0.2751029875805629,0.1699863610942207,0.044635285921548196,0.05882462649458679,0.14029974165659936,0.11546208820173381,0
8,0.28199526743426995,0.09807143773321214,0.015595224419365204,0.011078139067636106,0.051680006227197345,0.03424749569818795,0.04943471834288663,0.10147599801759022,0.33754164083168187,0.33754164083168187,0.029977926038182324,0.0,0.004657841291789847,0.023727636920762137,0.0,0.0,0.06959886576812804,0.33754164083168187,0.29054700743794737,0.33754164083168187,0.1446796307736565,0.10476037350064538,0.06297660149134485,0.011286725837266429,0
9,0.2798840398112564,0.02872105615437477,0.016949473666229904,0.08264915552462092,0.1889028252580333,0.06189014979905359,0.08018194861129692,0.09828310086308117,0.2798840398112564,0.2798840398112564,0.04473216378038917,0.02664964141256954,0.0,0.010371887495723453,0.0,0.17091544667738215,0.1370453553474502,0.2798840398112564,0.2798840398112564,0.2798840398112564,0.054515408144978385,0.14890256724404666,0.1689327663246893,0.11294200997824312,0
10,0.2832140384009635,0.21139161535001297,0.11343308625049973,0.06427008146329642,0.1276758717346225,0.0,0.04969091963967688,0.23483379961187525,0.2832140384009635,0.20831977230696525,0.04642961169267879,0.08604677443565607,0.023919990317993987,0.04309789684909983,0.0748055619698831,0.20373007483094083,0.1935543073198911,0.2832140384009635,0.2832140384009635,0.11012537873518727,0.08672320212470638,0.027307425705115074,0.2832140384009635,0.12453544219103692,0
11,0.2948988372933968,0.2948988372933968,0.0,0.0,0.1259998907283797,0.0,0.0,0.02345102773667703,0.2948988372933968,0.24023356604147952,0.036737058162522436,0.017236858283180445,0.023624704543343738,0.05365828104233428,0.11701017948838953,0.08836954516010531,0.0620663407420872,0.11157020807640602,0.2948988372933968,0.2948988372933968,0.10247293426525751,0.09620264629624838,0.25136470483978307,0.034323352690887904,0
