,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,y
0,12983832.0,1924969694.0,1898901305.0,385493564642.0,281876542772.0,379071632727.0,87132911921090.0,56655985288104.0,56312039866160.0,85646192094365.0,100099520509.38544,347371413.186196,101354995132.59006,298723378225.5655,174078262991.04434,9659111833.290339,559918402217.0518,0.0005937808981131868,2.0605744028634683e-06,0.0006012282549589657,4.917699569128772e-07,2.865743565136476e-07,1.5901202772576742e-08,9.217592883710948e-07,0
1,17820467.0,2681027870.0,2671001674.0,528475049550.0,401658502232.0,530897269890.0,117065432625230.0,79175398486518.0,79815486805604.0,118650416099890.0,125123642445.08315,-184498224.1975743,130557035118.89091,-90659952228.6281,20994045085.320625,-871909946.9516363,-59358189879.65986,0.0003940045315198784,-5.809704302935379e-07,0.0004111138586875778,-6.76266358602267e-08,1.5660240352187577e-08,-6.503901120167197e-10,-4.427748519203797e-08,0
2,13777827.0,2119383319.0,2070792277.0,419118861819.0,315950711914.0,412124613999.0,92598610982371.0,62017432011004.0,62553276428810.0,92134087976419.0,93103325925.31696,-2590274918.5264254,100886807450.6347,-515985117328.06714,-178771446327.6448,-63432988837.05327,-134142076887.3694,0.000490460166229105,-1.3645341393481771e-05,0.0005314628651639499,-7.322937999977195e-07,-2.5371511186266205e-07,-9.002504700375768e-08,-1.903764428945375e-07,0
3,9684281.0,1433400466.0,1451393087.0,286203944120.0,214312045177.0,292043062371.0,64486402908982.0,42795281882587.0,43107718845971.0,66142699448879.0,74041895545.71584,-513147034.47947496,74521297668.86162,206128304171.3013,53509357481.26788,35331171786.15737,36741311843.41122,0.0007894829652433202,-5.471508250846139e-06,0.000794594663248018,7.062674221575696e-07,1.8334171098694072e-07,1.210569102556552e-07,1.2588854163748687e-07,0
4,19114483.0,2863354101.0,2856232437.0,566078849593.0,427644608494.0,569033444071.0,125841570761547.0,84522777510346.0,85152098665514.0,127541212645809.0,137147724031.63806,-219690105.81953105,142233319046.9039,-46698964037.15273,759782936.0580099,-23591081061.54161,4693888734.089231,0.00037537339912842207,-6.012919452993358e-07,0.0003892926755943627,-2.92348491046048e-08,4.756452299506686e-10,-1.4768672266476242e-08,2.938504775945985e-09,0
5,8362584.0,1297565825.0,1217552117.0,265510924387.0,190553447824.0,242817408123.0,60704524885955.0,39291348348950.0,38042675136820.0,54899884781303.0,64176376332.48353,1634087830.0553713,65547660206.42523,-408648632118.9777,127130552073.43036,-109497049334.17488,459985080197.3388,0.0009176862086718551,2.3366540012034065e-05,0.0009372947994213683,-2.0206859258432557e-06,6.286352066992121e-07,-5.414410550296725e-07,2.2745344156248753e-06,0
6,12232808.0,1795371875.0,1847840358.0,346752859481.0,270884371526.0,365982367572.0,75598227658229.0,52332994316514.0,53684217750934.0,81356736061356.0,83251611890.01225,-317515092.60230535,86854796154.74501,269199641153.79288,47058604402.57567,66028445591.22478,-167030547024.8469,0.0005563400590665718,-2.1218371796364818e-06,0.0005804188210407848,5.143503957603088e-07,8.991323946291812e-08,1.2615825554493307e-07,-3.191394594661049e-07,0
7,12303848.0,1853737821.0,1842819709.0,363143156455.0,277403049099.0,364450127195.0,79908439509081.0,54276126200295.0,54871719549127.0,81057335532703.0,83852977560.8989,-242171474.06902772,88440176496.74329,-71016948293.87428,-40988336754.41629,35019037312.46236,-20915594405.9374,0.0005539066436191111,-1.5997093041144212e-06,0.0005842082505515708,-1.3373947464671561e-07,-7.718944218067928e-08,6.594802741202027e-08,-3.9388352709815524e-08,0
8,11261993.0,1717032573.0,1740732589.0,343678378703.0,270172270636.0,353297674673.0,76946845647981.0,54424480699832.0,55295253604658.0,80061518669035.0,81895152879.38242,4775679091.712794,84237842509.48833,-423142150653.6864,-153083596321.22708,-45748279981.67959,-587429637702.7974,0.000645695399087107,3.765343745773467e-05,0.0006641661371279328,-9.941413919342651e-07,-3.5965866150177633e-07,-1.0748222239104698e-07,-1.3801227714779363e-06,0
9,17667098.0,2730390740.0,2587880902.0,541631411314.0,401079434497.0,508222786794.0,119871328989752.0,79718625421009.0,78728867784569.0,112768502163946.0,119658680247.59918,1131120911.845968,129149349666.04988,-821684371141.1305,30699911688.99487,-146633066253.8151,488244539383.58575,0.0003833661579034489,3.623919946311917e-06,0.00041377265631505246,-6.26313800581289e-07,2.3400443093181092e-08,-1.1176835807254385e-07,3.721554210039514e-07,0
